17

0	0.4	7.47	128.8	100.00
1	0.44	7.43	128.8	94.00
2	0.67	7.22	120.4	73.89
3	1.07	7.36	120.4	45.26
4	2.7	7.26	117.6	21.79
5	4.4	7.4	117.6	10.00
6	5.55	7.3	117.6	12.00
7	7.45	7.46	117.6	13.60
8	8	7.37	112	17.80
9	8.1	7.49	112	16.42
10	-1	7.52	112	11.79
11	-1	7.47	112	0.53
12	-1	7.59	106.4	0.00
13	-1	7.59	106.4	0.11
14	-1	7.47	106.4	0.00
15	-1	7.57	106.4	0.00
16	-1	7.5	106.4	0.00
