17

0	0.36	7.49	123.2	100.00
1	1.45	7.47	123.2	98.28
2	1.8	7.5	126	90.69
3	2.1	7.58	126	70.60
4	2.6	7.5	117.6	57.16
5	3.6	7.63	117.6	15.00
6	5	7.98	109.2	29.00
7	6.5	7.69	109.2	38.97
8	7	7.8	92.96	40.69
9	7.9	7.8	92.96	42.00
10	8	7.74	92.96	   -1
11	8.35	7.7	92.96	   -1
12	8.4	7.65	92.96	   -1
13	8.9	7.67	92.96	   -1
14	9.1	7.63	89.6	   -1
15	9.2	7.68	89.6	   -1
16	9.3	7.7	89.6	   -1
