17

0	0.45	7.23	117.6	100.00
1	1.61	7.3	117.6	99.89
2	2	7.32	116.4	91.77
3	2.6	7.32	116.4	64.61
4	3.2	7.36	102.2	19.59
5	4.1	7.19	102.2	12.45
6	5.2	7.54	102.2	1.30
7	7.1	7.27	102.2	0.43
8	8.2	7.28	95.2	1.84
9	8.5	7.47	95.2	19.48
10	9	7.52	95.2	20.56
11	9.3	7.28	95.2	22.00
12	9.4	7.3	95.2	24.00
13	9.7	7.29	95.2	24.10
14	9.8	7.29	95.2	   -1
15	9.9	7.29	95.2	   -1
16	9.92	7.29	95.2	   -1
